driver_index,lap,lap_time,c_flag,time_start,time_end,position_start,position_end
7,5,55.02170000000001,0,222.04129999999998,277.063,10.0,10.0
7,6,53.997799999999984,0,277.063,331.0608,10.0,10.0
7,7,53.4187,0,331.0608,384.4795,10.0,10.0
7,8,53.30630000000002,0,384.4795,437.7858,10.0,10.0
7,9,53.82839999999999,0,437.7858,491.6142,10.0,10.0
7,10,53.903099999999995,0,491.6142,545.5173,10.0,9.0
7,11,53.242399999999975,0,545.5173,598.7597,9.0,9.0
7,12,54.10570000000007,0,598.7597,652.8654,9.0,9.0
7,13,53.63839999999993,0,652.8654,706.5038,9.0,9.0
7,14,54.31330000000003,0,706.5038,760.8171,9.0,9.0
7,15,53.979400000000055,3,760.8171,814.7965,9.0,7.0
7,16,54.483499999999935,0,814.7965,869.28,7.0,4.0
7,17,54.127700000000004,3,869.28,923.4077,4.0,4.0
7,18,55.433400000000006,2,923.4077,978.8411,4.0,5.0
7,19,55.21410000000003,0,978.8411,1034.0552,5.0,6.0
7,20,64.0313000000001,2,1034.0552,1098.0865000000001,6.0,10.0
7,21,57.89110000000005,2,1098.0865000000001,1155.9776000000002,10.0,12.0
7,22,60.038099999999986,3,1155.9776000000002,1216.0157000000002,12.0,14.0
7,23,54.97779999999989,2,1216.0157000000002,1270.9935,14.0,12.0
7,24,53.39560000000006,2,1270.9935,1324.3891,12.0,12.0
7,25,53.519199999999955,2,1324.3891,1377.9083,12.0,12.0
7,26,53.9371000000001,2,1377.9083,1431.8454000000002,12.0,12.0
7,27,52.987699999999904,3,1431.8454000000002,1484.8331,12.0,12.0
7,28,54.006399999999985,2,1484.8331,1538.8395,12.0,12.0
7,29,53.18560000000002,0,1538.8395,1592.0251,12.0,12.0
7,30,53.79240000000004,0,1592.0251,1645.8175,12.0,12.0
7,31,54.00559999999996,0,1645.8175,1699.8231,12.0,11.0
7,32,53.32159999999999,0,1699.8231,1753.1447,11.0,11.0
7,33,53.93489999999997,0,1753.1447,1807.0796,11.0,10.0
7,34,53.78830000000016,0,1807.0796,1860.8679000000002,10.0,10.0
7,35,53.62189999999987,0,1860.8679000000002,1914.4898,10.0,9.0
7,36,54.42240000000015,0,1914.4898,1968.9122000000002,9.0,9.0
7,37,54.129199999999855,0,1968.9122000000002,2023.0414,9.0,9.0
7,38,54.405399999999645,1,2023.0414,2077.4467999999997,9.0,9.0
